,Title,Author,Rating Count,Review Count,Rating Value,N pag,1st Pub,series,Genres,Awards,Link,minmax_norm_ratings,mean_norm_ratings
866,Boy's Life,Robert R. McCammon,26591,2959,4.36,580.0,1991.0,0,"['Horror', 'Fiction', 'Fantasy']","['Bram Stoker Award for Best Novel (1991)', 'World Fantasy Award for Best Novel (1992)', 'Japan Adventure Fiction Association Prize 日本冒険小説協会大賞特別賞 for Best Translated Novel (1995)']",https://www.goodreads.com/book/show/27999.Close_Range,8.188,2.814
867,Tipping the Velvet,Sarah Waters,59370,2869,4.02,472.0,1998.0,0,"['Historical', 'Historical Fiction', 'Fiction']","['Lambda Literary Award for Lesbian Fiction (2000)', 'Betty Trask Award (1999)']",https://www.goodreads.com/book/show/56373.Tipping_the_Velvet,6.134,0.76
868,The Art of Loving,Erich Fromm,54854,2534,4.03,192.0,1956.0,0,"['Psychology', 'Philosophy', 'Nonfiction']",,https://www.goodreads.com/book/show/14142.The_Art_of_Loving,6.195,0.82
869,Breathing Lessons,Anne Tyler,24507,1554,3.67,350.0,1988.0,0,"['Fiction', 'Contemporary', 'Literary Fiction']",['Pulitzer Prize for Fiction (1989)'],https://www.goodreads.com/book/show/31181.Breathing_Lessons,4.02,-1.354
870,Requiem for a Dream,Hubert Selby Jr.,57167,1254,4.09,279.0,1978.0,0,"['Fiction', 'Thriller', 'Mystery']",,https://www.goodreads.com/book/show/46945.Requiem_for_a_Dream,6.557,1.183
871,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,9209,420,4.15,400.0,1967.0,0,"['Fiction', 'Poetry', 'Short Stories']",,https://www.goodreads.com/book/show/12568.Trout_Fishing_in_America_The_Pill_vs_the_Springhill_Mine_Disaster_In_Watermelon_Sugar,6.919,1.545
872,From Hell,Alan Moore,33822,1840,4.17,576.0,1999.0,1,"['Sequential Art', 'Graphic Novels', 'Sequential Art']","['Harvey Awards Nominee for Best Writer (for Alan Moore) (1992)', ""Prix du Festival d'Angoulême for Prix de la critique (2001)"", 'Will Eisner Comic Industry Awards for Best Graphic Album–Reprint (in 2000 awards), Best Writer (for Alan Moore) (in 1995, 1996, 1997 awards) (1995)']",https://www.goodreads.com/book/show/23529.From_Hell,7.04,1.666
873,"I, the Sun",Janet E. Morris,395,74,4.22,558.0,1983.0,0,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/17878917-i-the-sun,7.342,1.968
874,Texas,James A. Michener,17083,437,4.09,1472.0,1985.0,0,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/12659.Texas,6.557,1.183
875,The Rainbow,D.H. Lawrence,18662,754,3.69,544.0,1915.0,1,"['Classics', 'Fiction', 'Literature']",,https://www.goodreads.com/book/show/647.No_Logo,4.141,-1.233
876,No Logo,Naomi Klein,28021,1021,3.88,528.0,2000.0,0,"['Nonfiction', 'Politics', 'Economics']",['Guardian First Book Award Nominee (2000)'],https://www.goodreads.com/book/show/31491.The_Rainbow,5.289,-0.086
877,Firestarter,Stephen King,194446,3221,3.89,403.0,1980.0,0,"['Horror', 'Fiction', 'Thriller']","['Locus Award Nominee for Best SF Novel (1981)', 'Balrog Award Nominee for Best Novel (1981)', 'British Fantasy Award Nominee for Best Novel (August Derlith Fantasy Award) (1981)']",https://www.goodreads.com/book/show/33514.The_Elements_of_Style,5.349,-0.025
878,The Elements of Style,William Strunk Jr.,77292,3945,4.16,105.0,1918.0,0,"['Language', 'Writing', 'Nonfiction']",,https://www.goodreads.com/book/show/233667.Firestarter,6.98,1.606
879,Ask the Dust,John Fante,28413,1961,4.12,165.0,1939.0,1,"['Fiction', 'Classics', 'Novels']",,https://www.goodreads.com/book/show/131359.Death_on_the_Nile,6.738,1.364
880,Death on the Nile,Agatha Christie,138496,6695,4.11,214.0,1937.0,1,"['Mystery', 'Fiction', 'Classics']",,https://www.goodreads.com/book/show/46227.Ask_the_Dust,6.678,1.304
881,Seven Pillars of Wisdom: A Triumph,T.E. Lawrence,9155,684,3.88,784.0,1922.0,0,"['History', 'Nonfiction', 'Biography']",,https://www.goodreads.com/book/show/57936.Seven_Pillars_of_Wisdom,5.289,-0.086
882,The Confessions of Nat Turner,William Styron,14058,526,3.96,453.0,1967.0,0,"['Fiction', 'Historical', 'Historical Fiction']","['Pulitzer Prize for Fiction (1968)', 'William Dean Howells Medal (1970)', 'National Book Award Finalist for Fiction (1968)']",https://www.goodreads.com/book/show/577283.The_Confessions_of_Nat_Turner,5.772,0.398
883,The Blue Castle,L.M. Montgomery,30442,4209,4.27,218.0,1926.0,0,"['Classics', 'Fiction', 'Romance']",,https://www.goodreads.com/book/show/193755.The_Diving_Bell_and_the_Butterfly,7.644,2.27
884,The Diving Bell and the Butterfly,Jean-Dominique Bauby,61911,4686,3.98,132.0,1997.0,0,"['Nonfiction', 'Autobiography', 'Memoir']",,https://www.goodreads.com/book/show/95693.The_Blue_Castle,5.893,0.518
885,Call It Sleep,Henry Roth,7812,425,3.83,462.0,1934.0,0,"['Fiction', 'Classics', 'Historical']",,https://www.goodreads.com/book/show/366524.Call_It_Sleep,4.987,-0.388
886,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,15351,1548,4.39,1246.0,1974.0,0,"['History', 'Biography', 'Nonfiction']","['Pulitzer Prize for Biography or Autobiography (1975)', 'Francis Parkman Prize (1975)', 'National Book Award Finalist for Contemporary Affairs (1975)']",https://www.goodreads.com/book/show/1111.The_Power_Broker,8.369,2.995
887,El túnel,Ernesto Sabato,47351,3137,4.05,158.0,1948.0,0,"['Fiction', 'Classics', 'European Literature']",,https://www.goodreads.com/book/show/1000751.Pollyanna,6.315,0.941
888,Pollyanna,Eleanor H. Porter,77903,2238,3.98,304.0,1913.0,1,"['Classics', 'Fiction', 'Childrens']",,https://www.goodreads.com/book/show/53447.El_t_nel,5.893,0.518
889,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,74459,5256,4.05,256.0,1978.0,1,"['Fantasy', 'Romance', 'Fantasy']","[""Dorothy Canfield Fisher Children's Book Award Nominee (1980)""]",https://www.goodreads.com/book/show/41424.Beauty,6.315,0.941
890,Noble House,James Clavell,37066,590,4.26,1376.0,1981.0,1,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/390711.Noble_House,7.584,2.21
891,Andersonville,MacKinlay Kantor,7407,343,4.11,766.0,1955.0,0,"['Historical', 'Historical Fiction', 'Fiction']","['Pulitzer Prize for Fiction (1956)', 'National Book Award Finalist for Fiction (1956)']",https://www.goodreads.com/book/show/59151.Chess_Story,6.678,1.304
892,Chess Story,Stefan Zweig,72785,5182,4.29,104.0,1942.0,0,"['Fiction', 'Classics', 'European Literature']",,https://www.goodreads.com/book/show/77239.Andersonville,7.765,2.391
893,War and Remembrance,Herman Wouk,32641,881,4.41,1042.0,1978.0,1,"['Historical', 'Historical Fiction', 'Fiction']",['National Book Award Finalist for Fiction (Paperback) (1981)'],https://www.goodreads.com/book/show/42986.War_and_Remembrance,8.49,3.116
894,Eye of the Needle,Ken Follett,131701,2999,4.19,339.0,1978.0,0,"['Fiction', 'Thriller', 'Historical']",['Edgar Award for Best Novel (1979)'],https://www.goodreads.com/book/show/92364.Eye_of_the_Needle,7.161,1.787
895,The Pilot's Wife,Anita Shreve,91820,4507,3.54,304.0,1998.0,1,"['Fiction', 'Womens Fiction', 'Chick Lit']",,https://www.goodreads.com/book/show/12995.The_Hamlet,3.235,-2.139
896,The Hamlet,William Faulkner,4734,271,3.87,409.0,1940.0,1,"['Fiction', 'Classics', 'Literature']",,https://www.goodreads.com/book/show/5191.The_Pilot_s_Wife,5.228,-0.146
897,Goodbye to All That,Robert Graves,12214,675,3.94,281.0,1929.0,0,"['Nonfiction', 'History', 'Biography']",,https://www.goodreads.com/book/show/10009.Homo_Faber,5.651,0.277
898,To Say Nothing of the Dog,Connie Willis,34005,3937,4.13,512.0,1998.0,1,"['Science Fiction', 'Science Fiction', 'Time Travel']","['Hugo Award for Best Novel (1999)', 'Nebula Award Nominee for Best Novel (1998)', 'Locus Award for Best Science Fiction Novel (1999)', 'Kurd-Laßwitz-Preis for Bestes ausländisches Werk (2002)', ""Grand Prix de l'Imaginaire Nominee for Roman étranger (2001)"", 'ALA Alex Award (1998)', 'Prix Bob Morane for roman traduit (2001)']",https://www.goodreads.com/book/show/77773.To_Say_Nothing_of_the_Dog,6.799,1.424
899,Anne's House of Dreams,L.M. Montgomery,87079,2490,4.14,227.0,1917.0,1,"['Classics', 'Fiction', 'Young Adult']",,https://www.goodreads.com/book/show/588234.Ceremony,6.859,1.485
900,Ceremony,Leslie Marmon Silko,18159,1435,3.79,262.0,1977.0,0,"['Fiction', 'Classics', 'Historical']",['American Book Award (1980)'],https://www.goodreads.com/book/show/77394.Anne_s_House_of_Dreams,4.745,-0.629
901,Man's Fate,André Malraux,4498,260,3.76,368.0,1933.0,0,"['Fiction', 'Cultural', 'France']",['Prix Goncourt (1933)'],https://www.goodreads.com/book/show/109830.Man_s_Fate,4.564,-0.811
902,The Story of Civilization,Will Durant,1525,152,4.43,14777.0,1975.0,1,"['History', 'Nonfiction', 'Philosophy']",,https://www.goodreads.com/book/show/78159.The_Story_of_Civilization,8.611,3.236
903,Hatchet,Gary Paulsen,317247,14509,3.73,208.0,1987.0,1,"['Young Adult', 'Fiction', 'Adventure']","['Newbery Medal Nominee (1988)', 'Young Hoosier Book Award for 6-8 (1991)', ""Buckeye Children's Book Award for 6-8 (1991)"", ""Massachusetts Children's Book Award (1995)"", ""Flicker Tale Children's Book Award (1990)"", ""Dorothy Canfield Fisher Children's Book Award (1989)"", 'Golden Archer Award (1989)', 'Soaring Eagle Book Award (1997)', 'Iowa Teen Award (1990)', 'California Young Readers Medal Nominee for Middle School/Junior High (1990)', 'Minnesota Book Award (1988)', ""William Allen White Children's Book Award (1990)"", 'Bluestem Book Award Nominee (2016)', ""Virginia Reader's Choice for Middle (1989)"", 'Oklahoma Sequoyah Award for YA (1990)', 'Margaret A. Edwards Award (1997)']",https://www.goodreads.com/book/show/9912.The_Rules_of_Attraction,4.383,-0.992
904,The Rules of Attraction,Bret Easton Ellis,41170,1422,3.69,283.0,1987.0,0,"['Fiction', 'Contemporary', 'Novels']",,https://www.goodreads.com/book/show/50.Hatchet,4.141,-1.233
905,Storm Front,Jim Butcher,302667,16613,3.99,355.0,,1,"['Fantasy', 'Fantasy', 'Urban Fantasy']",['Compton Crook Award Nominee (2001)'],https://www.goodreads.com/book/show/9915.Less_Than_Zero,5.953,0.579
906,Less Than Zero,Bret Easton Ellis,74924,3500,3.56,208.0,1985.0,0,"['Fiction', 'Contemporary', 'Novels']",,https://www.goodreads.com/book/show/47212.Storm_Front,3.356,-2.019
907,This Boy's Life,Tobias Wolff,25543,1498,3.98,304.0,1989.0,0,"['Autobiography', 'Memoir', 'Nonfiction']","['Ambassador Book Award for Autobiography (1990)', 'Los Angeles Times Book Prize for Biography (1989)', 'National Book Critics Circle Award Nominee for Biography/Autobiography (1989)']",https://www.goodreads.com/book/show/85448.The_Great_Santini,5.893,0.518
908,The Great Santini,Pat Conroy,29935,1272,4.15,440.0,1976.0,0,"['Fiction', 'American', 'Southern']",,https://www.goodreads.com/book/show/11466.This_Boy_s_Life,6.919,1.545
909,Dispatches,Michael Herr,16370,1064,4.23,260.0,1977.0,0,"['Nonfiction', 'History', 'War']","['National Book Critics Circle Award Nominee for General Nonfiction (1977)', 'Premio Internacional de la Prensa (1978)']",https://www.goodreads.com/book/show/4747871-mrs-mike,7.403,2.028
910,Mrs. Mike,Benedict Freedman,17305,2082,4.14,283.0,1947.0,1,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/4339.Dispatches,6.859,1.485
911,Christy,Catherine Marshall,49798,1856,4.24,512.0,1967.0,0,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/35879889-christy,7.463,2.089
912,Red Dragon,Thomas  Harris,280889,5213,4.03,454.0,1981.0,1,"['Horror', 'Fiction', 'Thriller']",,https://www.goodreads.com/book/show/28877.Red_Dragon,6.195,0.82
913,Cheaper by the Dozen,Frank B. Gilbreth Jr.,39086,1967,3.99,292.0,1948.0,1,"['Nonfiction', 'Classics', 'Biography']",,https://www.goodreads.com/book/show/40669887-cheaper-by-the-dozen,5.953,0.579
914,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,936,8,4.36,527.0,1973.0,0,"['Fiction', 'Science Fiction']",,https://www.goodreads.com/book/show/9605.Cat_s_Cradle_God_Bless_You_Mr_Rosewater_Breakfast_of_Champions,8.188,2.814
915,The Dragon Reborn,Robert Jordan,219553,4274,4.25,624.0,1991.0,1,"['Fantasy', 'Fiction', 'Fantasy']",,https://www.goodreads.com/book/show/34897.The_Dragon_Reborn,7.523,2.149
916,Anne of Windy Poplars,L.M. Montgomery,75198,2538,4.05,288.0,1936.0,1,"['Classics', 'Fiction', 'Young Adult']",,https://www.goodreads.com/book/show/65840.Anne_of_Windy_Poplars,6.315,0.941
917,Endgame,Samuel Beckett,15750,713,3.84,60.0,1957.0,0,"['Plays', 'Drama', 'Classics']",['Obie Nominee for Best Foreign Play (1958)'],https://www.goodreads.com/book/show/12287.Endgame,5.047,-0.327
918,Henderson the Rain King,Saul Bellow,14030,821,3.78,341.0,1959.0,0,"['Fiction', 'Classics', 'Literature']",['National Book Award Finalist for Fiction (1960)'],https://www.goodreads.com/book/show/52783.Henderson_the_Rain_King,4.685,-0.69
919,Sobre héroes y tumbas,Ernesto Sabato,9206,423,4.27,547.0,1961.0,0,"['Fiction', 'Classics', 'Cultural']",,https://www.goodreads.com/book/show/189783.The_Elfstones_of_Shannara,7.644,2.27
920,The Elfstones of Shannara,Terry Brooks,68969,1709,3.95,23.0,1982.0,1,"['Fantasy', 'Fiction', 'Fantasy']",,https://www.goodreads.com/book/show/1677.Sobre_h_roes_y_tumbas,5.711,0.337
921,London,Edward Rutherfurd,27154,1637,4.06,1152.0,1997.0,0,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/92160.London,6.376,1.002
922,The Thin Red Line,James  Jones,12423,262,3.99,475.0,1962.0,1,"['Fiction', 'Historical', 'Historical Fiction']",,https://www.goodreads.com/book/show/92417.The_Thin_Red_Line,5.953,0.579
923,Earthly Powers,Anthony Burgess,2761,247,4.16,649.0,1980.0,0,"['Fiction', 'Classics', 'Literature']","['Booker Prize Nominee (1980)', 'Prix du Meilleur Livre Étranger for Roman (1981)']",https://www.goodreads.com/book/show/8822.Earthly_Powers,6.98,1.606
924,Rabbit Is Rich,John Updike,15574,604,3.91,480.0,1981.0,1,"['Fiction', 'Classics', 'Literature']","['Pulitzer Prize for Fiction (1982)', 'National Book Award for Fiction (Hardcover) (1982)', 'National Book Critics Circle Award for Fiction (1981)']",https://www.goodreads.com/book/show/85391.Rabbit_Is_Rich,5.47,0.096
925,The Last Picture Show,Larry McMurtry,14024,794,3.97,280.0,1966.0,1,"['Fiction', 'Classics', 'Young Adult']",,https://www.goodreads.com/book/show/50051.The_Last_Picture_Show,5.832,0.458
926,Brighton Rock,Graham Greene,29246,1466,3.67,269.0,1938.0,0,"['Fiction', 'Classics', 'Mystery']",,https://www.goodreads.com/book/show/48862.Brighton_Rock,4.02,-1.354
927,That Hideous Strength,C.S. Lewis,31468,1908,3.89,534.0,1945.0,1,"['Science Fiction', 'Fiction', 'Fantasy']","['Prometheus Hall of Fame Award Nominee for (2003) (2008)', 'Retro Hugo Award Nominee for Best Novel (1996)']",https://www.goodreads.com/book/show/100933.That_Hideous_Strength,5.349,-0.025
928,Master and Commander,Patrick O'Brian,50148,3325,4.06,464.0,1970.0,1,"['Historical', 'Historical Fiction', 'Fiction']",['Booker Prize Nominee for The Lost Man Booker Prize Longlist (1970)'],https://www.goodreads.com/book/show/77430.Master_and_Commander,6.376,1.002
929,Dragonsinger,Anne McCaffrey,41732,902,4.28,288.0,1977.0,1,"['Fantasy', 'Science Fiction', 'Fantasy']",['Margaret A. Edwards Award (1999)'],https://www.goodreads.com/book/show/28547.Dragonsinger,7.705,2.33
930,Claudius the God and His Wife Messalina,Robert Graves,12544,553,4.22,533.0,1934.0,1,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/52251.Claudius_the_God_and_His_Wife_Messalina,7.342,1.968
931,Arch of Triumph: A Novel of a Man Without a Country,Erich Maria Remarque,19609,523,4.42,464.0,1945.0,0,"['Classics', 'Fiction', 'European Literature']",,https://www.goodreads.com/book/show/243381.Berlin_Alexanderplatz,8.55,3.176
932,Berlin Alexanderplatz,Alfred Döblin,7291,481,3.85,457.0,1929.0,0,"['Fiction', 'European Literature', 'German Literature']",,https://www.goodreads.com/book/show/672948.Arch_of_Triumph,5.107,-0.267
933,"Little, Big",John Crowley,10066,1422,3.82,538.0,1981.0,0,"['Fantasy', 'Fiction', 'Magical Realism']","['Hugo Award Nominee for Best Novel (1982)', 'Nebula Award Nominee for Best Novel (1981)', 'Locus Award Nominee for Best Fantasy Novel (1982)', 'World Fantasy Award for Best Novel (1982)', 'Mythopoeic Fantasy Award (1982)', 'British Science Fiction Association Award Nominee for Best Novel (1982)', 'Balrog Award Nominee for Best Novel (1982)', 'Seiun Award 星雲賞 Nominee for Best Foreign Novel (1998)']",https://www.goodreads.com/book/show/659469.The_Hobbit,4.926,-0.448
934,The Hobbit: Graphic Novel,Chuck Dixon,167736,1151,4.49,133.0,1989.0,0,"['Fantasy', 'Sequential Art', 'Graphic Novels']",,https://www.goodreads.com/book/show/90619.Little_Big,8.973,3.599
935,The Littlest Angel,Charles Tazewell,6012,202,4.28,30.0,1946.0,0,"['Holiday', 'Christmas', 'Childrens']",,https://www.goodreads.com/book/show/114282.The_Littlest_Angel,7.705,2.33
936,A Handful of Dust,Evelyn Waugh,23203,1265,3.91,308.0,1934.0,0,"['Fiction', 'Classics', 'Literature']",,https://www.goodreads.com/book/show/531262.A_Handful_of_Dust,5.47,0.096
937,Reaper Man,Terry Pratchett,86540,2724,4.26,352.0,1991.0,1,"['Fantasy', 'Fiction', 'Humor']",,https://www.goodreads.com/book/show/34517.Reaper_Man,7.584,2.21
938,Brokeback Mountain,Annie Proulx,30850,2495,3.95,55.0,1997.0,1,"['Fiction', 'Short Stories', 'LGBT']",['O. Henry Award (1998)'],https://www.goodreads.com/book/show/1627.Brokeback_Mountain,5.711,0.337
939,"Dollanganger Boxed Set: Flowers in the Attic / If There Be Thorns / Petals on the Wind / Seeds of Yesterday / Garden of Shadows(Dollanganger, prequel-4",V.C. Andrews,4003,166,4.19,,1979.0,1,"['Fiction', 'Young Adult', 'Drama']",,https://www.goodreads.com/book/show/12096.Rhinoceros_The_Chairs_The_Lesson,7.161,1.787
940,Rhinoceros / The Chairs / The Lesson,Eugène Ionesco,5531,82,4.02,224.0,1962.0,0,"['Plays', 'Drama', 'Cultural']",,https://www.goodreads.com/book/show/2270120.Dollanganger_Boxed_Set,6.134,0.76
941,Arrowsmith,Sinclair Lewis,6868,440,3.82,428.0,1925.0,0,"['Fiction', 'Classics', 'Literature']",['Pulitzer Prize for Novel (1926)'],https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die,4.926,-0.448
942,Veronika Decides to Die,Paulo Coelho,178888,8246,3.71,210.0,1998.0,1,"['Fiction', 'Contemporary', 'Philosophy']",,https://www.goodreads.com/book/show/11389.Arrowsmith,4.262,-1.113
943,Motherless Brooklyn,Jonathan Lethem,34964,3125,3.88,311.0,1999.0,0,"['Fiction', 'Mystery', 'Mystery']","['National Book Critics Circle Award for Fiction (1999)', 'The Macallan Gold Dagger for Fiction (2000)']",https://www.goodreads.com/book/show/328854.Motherless_Brooklyn,5.289,-0.086
944,The Moon and Sixpence,W. Somerset Maugham,18588,1234,4.14,192.0,1919.0,0,"['Fiction', 'Classics', 'Art']",,https://www.goodreads.com/book/show/44796.The_Moon_and_Sixpence,6.859,1.485
945,Here Be Dragons,Sharon Kay Penman,21806,1408,4.28,704.0,1985.0,1,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/34497.The_Color_of_Magic,7.705,2.33
