,1st Pub,Author,Awards,Genres,Link,N pag,Rating Count,Rating Value,Review Count,Title,series
830,1988,Margaret Atwood,['Booker Prize Nominee (1989)'],"['Fiction', 'Cultural', 'Canada']",https://www.goodreads.com/book/show/479415.The_Horse_Whisperer,462,61446,3.92,3506,Cat's Eye,0
831,1976,Maxine Hong Kingston,"['Anisfield-Wolf Book Award (1978)', 'National Book Critics Circle Award for General Nonfiction (1976)']","['Autobiography', 'Memoir', 'Nonfiction']",https://www.goodreads.com/book/show/10585.Insomnia,204,25471,3.73,1624,The Woman Warrior,0
832,1994,Stephen King,['Locus Award Nominee for Best Dark Fantasy/Horror Novel (1995)'],"['Horror', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/30852.The_Woman_Warrior,890,135819,3.82,3498,Insomnia,0
833,1979,Jeffrey Archer,,"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/28541.Dragonsong,592,102110,4.31,4421,Kane and Abel,1
834,1976,Anne McCaffrey,"['California Young Readers Medal Nominee for Middle School/Junior High (1980)', 'Margaret A. Edwards Award (1999)']","['Fantasy', 'Science Fiction', 'Fantasy']",https://www.goodreads.com/book/show/78983.Kane_and_Abel,192,52991,4.20,1504,Dragonsong,1
835,1984,Gore Vidal,['Benjamin Barondess Award (1985)'],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/41219.Possession,672,8379,4.22,534,Lincoln,1
836,1990,A.S. Byatt,"['Booker Prize (1990)', 'Irish Times International Fiction Prize (1990)', ""Commonwealth Writers' Prize for Best Book in South Asia and Europe (1991)""]","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/8716.Lincoln,555,74464,3.87,4446,Possession,0
837,1923,Felix Salten,,"['Classics', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/739840.Bambi,192,33140,4.12,766,Bambi,1
838,1994,Cormac McCarthy,,"['Fiction', 'Westerns', 'Literature']",https://www.goodreads.com/book/show/6163.The_Border_Trilogy,1040,5643,4.44,327,"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",1
839,2000,Mario Vargas Llosa,"['Independent Foreign Fiction Prize Nominee for Shortlist (2003)', 'International Dublin Literary Award Nominee (2003)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/486298.Death_Be_Not_Proud,475,26455,4.29,2322,The Feast of the Goat,0
840,1949,John Gunther,,"['Nonfiction', 'Classics', 'Autobiography']",https://www.goodreads.com/book/show/53969.The_Feast_of_the_Goat,206,11213,3.83,628,Death Be Not Proud,0
841,1978,James A. Michener,,"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/12661.Chesapeake,1024,22557,4.18,877,Chesapeake,0
842,1977,Stephen R. Donaldson,"['Gandalf Award Nominee (1978)', 'August Derleth Award for Best Novel (1979)']","['Fantasy', 'Fiction', 'Science Fiction Fantasy']",https://www.goodreads.com/book/show/219205.Lord_Foul_s_Bane,480,46989,3.72,1705,Lord Foul's Bane,1
843,1909,Jack London,,"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/330244.The_Member_of_the_Wedding,480,26825,4.45,1529,Martin Eden,0
844,1946,Carson McCullers,,"['Fiction', 'Classics', 'Young Adult']",https://www.goodreads.com/book/show/929782.Martin_Eden,163,15132,3.81,1259,The Member of the Wedding,0
845,1933,Laura Ingalls Wilder,,"['Classics', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/8252.Farmer_Boy,357,58428,4.06,2311,Farmer Boy,1
846,1925,Mikhail Bulgakov,,"['Fiction', 'Cultural', 'Russia']",https://www.goodreads.com/book/show/113205.Heart_of_a_Dog,123,42794,4.10,2082,Heart of a Dog,0
847,1987,Edward Rutherfurd,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/92163.Sarum,912,41097,4.07,1572,Sarum: The Novel of England,0
848,2000,Sophie Kinsella,,"['Womens Fiction', 'Chick Lit', 'Fiction']",https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic,368,656118,3.66,12491,Confessions of a Shopaholic,1
849,1992,P.D. James,,"['Fiction', 'Science Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/41913.The_Children_of_Men,241,40511,3.68,3125,The Children of Men,0
850,1954,Wallace Stevens,"['Pulitzer Prize for Poetry (1955)', 'National Book Award for Poetry (1955)']","['Poetry', 'Classics', 'Literature']",https://www.goodreads.com/book/show/75504.The_Collected_Poems,560,10976,4.27,163,The Collected Poems,0
851,1959,Jean Craighead George,"['Newbery Medal Nominee (1960)', 'Lewis Carroll Shelf Award (1965)', ""George C. Stone Center for Children's Books Recognition of Merit Award (1969)"", ""Dorothy Canfield Fisher Children's Book Award Nominee (1961)""]","['Fiction', 'Young Adult', 'Childrens']",https://www.goodreads.com/book/show/41667.My_Side_of_the_Mountain,192,64815,4.06,3410,My Side of the Mountain,1
852,1988,Thomas  Harris,"['Bram Stoker Award for Best Novel (1988)', 'World Fantasy Award Nominee for Best Novel (1989)', 'Anthony Award for Best Novel (1989)', 'Grand Prix de Littérature Policière for Romans étrangers (1991)', 'このミステリーがすごい！ for Best Translated Mystery Novel of the Year in Japan (1989)']","['Horror', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs,421,473929,4.21,6106,The Silence of the Lambs,1
853,1984,Martin Amis,,"['Fiction', 'Classics', 'Contemporary']",https://www.goodreads.com/book/show/23887.The_Autumn_of_the_Patriarch,394,23144,3.70,1065,Money,0
854,1975,Gabriel García Márquez,"['PEN Translation Prize for Gregory Rabassa (1977)', 'National Book Award Finalist for Translation (1977)', 'Mikael Agricola -palkinto (1987)']","['Fiction', 'Magical Realism', 'Classics']",https://www.goodreads.com/book/show/18825.Money,255,18464,3.86,1126,The Autumn of the Patriarch,0
855,1976,Kurt Vonnegut Jr.,,"['Fiction', 'Science Fiction', 'Classics']",https://www.goodreads.com/book/show/77507.Red_Mars,288,35759,3.87,1476,"Slapstick, or Lonesome No More!",0
856,1992,Kim Stanley Robinson,"['Hugo Award Nominee for Best Novel (1993)', 'Nebula Award for Best Novel (1993)', 'Locus Award Nominee for Best Science Fiction Novel (1993)', 'Arthur C. Clarke Award Nominee (1993)', 'British Science Fiction Association Award for Novel (1992)', 'Seiun Award 星雲賞 for Best Foreign Novel (1999)']","['Science Fiction', 'Fiction', 'Science Fiction Fantasy']",https://www.goodreads.com/book/show/9595.Slapstick_or_Lonesome_No_More_,572,68685,3.86,3412,Red Mars,1
857,1930,Agatha Christie,,"['Mystery', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie,288,148689,4.06,4457,Murder at the Vicarage,1
858,2000,Kate DiCamillo,"['Newbery Medal Nominee (2001)', ""Book Sense Book of the Year Award for Children's Literature (2001)"", 'Josette Frank Award (2001)', 'Mark Twain Award  (2003)', 'Texas Bluebonnet Award (2002)', ""South Carolina Book Award for Children's Book Award (2003)"", 'Charlotte Award (2002)', 'Nene Award (2005)', 'Maryland Black-Eyed Susan Book Award for Grade 4-6 (2002)', ""Massachusetts Children's Book Award (2002)"", 'Keystone to Reading Book Award for Intermediate (2003)', ""Dorothy Canfield Fisher Children's Book Award (2002)"", 'Sunshine State Young Readers Award for Grades 3-5 (2001)', ""Pacific Northwest Library Association Young Reader's Choice Award for Junior (2003)"", ""Charlie May Simon Children's Book Award (2003)"", ""New Mexico Land of Enchantment Award for Children's (2003)"", 'California Young Readers Medal for Intermediate (2003)', ""Judy Lopez Memorial Award for Children's Literature Nominee (2001)"", 'Chapman Award for Shared Reading Nominee for Fiction (2000)', ""William Allen White Children's Book Award (2003)"", 'Washington State Sasquatch Award (2003)', 'Oklahoma Sequoyah Award for Children (2003)']","['Fiction', 'Childrens', 'Realistic Fiction']",https://www.goodreads.com/book/show/16331.Murder_at_the_Vicarage,182,211592,4.05,9174,Because of Winn-Dixie,0
859,1957,Naguib Mahfouz,,"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/6219656-the-lottery,1313,4081,4.46,325,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street,1
860,1948,Shirley Jackson,,"['Short Stories', 'Classics', 'Horror']",https://www.goodreads.com/book/show/5488.The_Cairo_Trilogy,30,59951,4.09,3177,The Lottery,0
861,,Robert Munsch,,"['Childrens', 'Picture Books', 'Childrens']",https://www.goodreads.com/book/show/57586.Giants_in_the_Earth,32,49065,4.30,2123,The Paper Bag Princess,0
862,1925,O.E. Rølvaag,,"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/240130.The_Paper_Bag_Princess,531,5063,4.01,524,Giants in the Earth,1
863,1935,Elias Canetti,,"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/205189.Auto_da_F_,464,4878,4.06,423,Auto-da-Fé,0
864,1985,Jean M. Auel,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/226728.The_Mammoth_Hunters,724,62781,3.91,1707,The Mammoth Hunters,1
865,1999,Annie Proulx,"['Pulitzer Prize Nominee for Fiction (2000)', 'Borders Original Voices Award for Fiction (1999)', 'Ambassador Book Award for Fiction (2000)', 'Los Angeles Times Book Prize Nominee for Fiction (1999)']","['Short Stories', 'Fiction', 'Westerns']",https://www.goodreads.com/book/show/11553.Boy_s_Life,285,14862,3.99,1085,Close Range,1
866,1991,Robert R. McCammon,"['Bram Stoker Award for Best Novel (1991)', 'World Fantasy Award for Best Novel (1992)', 'Japan Adventure Fiction Association Prize 日本冒険小説協会大賞特別賞 for Best Translated Novel (1995)']","['Horror', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/27999.Close_Range,580,26591,4.36,2959,Boy's Life,0
867,1998,Sarah Waters,"['Lambda Literary Award for Lesbian Fiction (2000)', 'Betty Trask Award (1999)']","['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/56373.Tipping_the_Velvet,472,59370,4.02,2869,Tipping the Velvet,0
868,1956,Erich Fromm,,"['Psychology', 'Philosophy', 'Nonfiction']",https://www.goodreads.com/book/show/14142.The_Art_of_Loving,192,54854,4.03,2534,The Art of Loving,0
869,1988,Anne Tyler,['Pulitzer Prize for Fiction (1989)'],"['Fiction', 'Contemporary', 'Literary Fiction']",https://www.goodreads.com/book/show/31181.Breathing_Lessons,350,24507,3.67,1554,Breathing Lessons,0
870,1978,Hubert Selby Jr.,,"['Fiction', 'Thriller', 'Mystery']",https://www.goodreads.com/book/show/46945.Requiem_for_a_Dream,279,57167,4.09,1254,Requiem for a Dream,0
871,1967,Richard Brautigan,,"['Fiction', 'Poetry', 'Short Stories']",https://www.goodreads.com/book/show/12568.Trout_Fishing_in_America_The_Pill_vs_the_Springhill_Mine_Disaster_In_Watermelon_Sugar,400,9209,4.15,420,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,0
872,1999,Alan Moore,"['Harvey Awards Nominee for Best Writer (for Alan Moore) (1992)', ""Prix du Festival d'Angoulême for Prix de la critique (2001)"", 'Will Eisner Comic Industry Awards for Best Graphic Album–Reprint (in 2000 awards), Best Writer (for Alan Moore) (in 1995, 1996, 1997 awards) (1995)']","['Sequential Art', 'Graphic Novels', 'Sequential Art']",https://www.goodreads.com/book/show/23529.From_Hell,576,33822,4.17,1840,From Hell,1
873,1983,Janet E. Morris,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/17878917-i-the-sun,558,395,4.22,74,"I, the Sun",0
874,1985,James A. Michener,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/12659.Texas,1472,17083,4.09,437,Texas,0
875,1915,D.H. Lawrence,,"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/647.No_Logo,544,18662,3.69,754,The Rainbow,1
876,2000,Naomi Klein,['Guardian First Book Award Nominee (2000)'],"['Nonfiction', 'Politics', 'Economics']",https://www.goodreads.com/book/show/31491.The_Rainbow,528,28021,3.88,1021,No Logo,0
877,1980,Stephen King,"['Locus Award Nominee for Best SF Novel (1981)', 'Balrog Award Nominee for Best Novel (1981)', 'British Fantasy Award Nominee for Best Novel (August Derlith Fantasy Award) (1981)']","['Horror', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/33514.The_Elements_of_Style,403,194446,3.89,3221,Firestarter,0
878,1918,William Strunk Jr.,,"['Language', 'Writing', 'Nonfiction']",https://www.goodreads.com/book/show/233667.Firestarter,105,77292,4.16,3945,The Elements of Style,0
879,1939,John Fante,,"['Fiction', 'Classics', 'Novels']",https://www.goodreads.com/book/show/131359.Death_on_the_Nile,165,28413,4.12,1961,Ask the Dust,1
880,1937,Agatha Christie,,"['Mystery', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/46227.Ask_the_Dust,214,138496,4.11,6695,Death on the Nile,1
881,1922,T.E. Lawrence,,"['History', 'Nonfiction', 'Biography']",https://www.goodreads.com/book/show/57936.Seven_Pillars_of_Wisdom,784,9155,3.88,684,Seven Pillars of Wisdom: A Triumph,0
882,1967,William Styron,"['Pulitzer Prize for Fiction (1968)', 'William Dean Howells Medal (1970)', 'National Book Award Finalist for Fiction (1968)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/577283.The_Confessions_of_Nat_Turner,453,14058,3.96,526,The Confessions of Nat Turner,0
883,1926,L.M. Montgomery,,"['Classics', 'Fiction', 'Romance']",https://www.goodreads.com/book/show/193755.The_Diving_Bell_and_the_Butterfly,218,30442,4.27,4209,The Blue Castle,0
884,1997,Jean-Dominique Bauby,,"['Nonfiction', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/95693.The_Blue_Castle,132,61911,3.98,4686,The Diving Bell and the Butterfly,0
885,1934,Henry Roth,,"['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/366524.Call_It_Sleep,462,7812,3.83,425,Call It Sleep,0
886,1974,Robert A. Caro,"['Pulitzer Prize for Biography or Autobiography (1975)', 'Francis Parkman Prize (1975)', 'National Book Award Finalist for Contemporary Affairs (1975)']","['History', 'Biography', 'Nonfiction']",https://www.goodreads.com/book/show/1111.The_Power_Broker,1246,15351,4.39,1548,The Power Broker: Robert Moses and the Fall of New York,0
887,1948,Ernesto Sabato,,"['Fiction', 'Classics', 'European Literature']",https://www.goodreads.com/book/show/1000751.Pollyanna,158,47351,4.05,3137,El túnel,0
888,1913,Eleanor H. Porter,,"['Classics', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/53447.El_t_nel,304,77903,3.98,2238,Pollyanna,1
889,1978,Robin McKinley,"[""Dorothy Canfield Fisher Children's Book Award Nominee (1980)""]","['Fantasy', 'Romance', 'Fantasy']",https://www.goodreads.com/book/show/41424.Beauty,256,74459,4.05,5256,Beauty: A Retelling of the Story of Beauty and the Beast,1
890,1981,James Clavell,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/390711.Noble_House,1376,37066,4.26,590,Noble House,1
891,1955,MacKinlay Kantor,"['Pulitzer Prize for Fiction (1956)', 'National Book Award Finalist for Fiction (1956)']","['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/59151.Chess_Story,766,7407,4.11,343,Andersonville,0
892,1942,Stefan Zweig,,"['Fiction', 'Classics', 'European Literature']",https://www.goodreads.com/book/show/77239.Andersonville,104,72785,4.29,5182,Chess Story,0
893,1978,Herman Wouk,['National Book Award Finalist for Fiction (Paperback) (1981)'],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/42986.War_and_Remembrance,1042,32641,4.41,881,War and Remembrance,1
894,1978,Ken Follett,['Edgar Award for Best Novel (1979)'],"['Fiction', 'Thriller', 'Historical']",https://www.goodreads.com/book/show/92364.Eye_of_the_Needle,339,131701,4.19,2999,Eye of the Needle,0
895,1998,Anita Shreve,,"['Fiction', 'Womens Fiction', 'Chick Lit']",https://www.goodreads.com/book/show/12995.The_Hamlet,304,91820,3.54,4507,The Pilot's Wife,1
896,1940,William Faulkner,,"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/5191.The_Pilot_s_Wife,409,4734,3.87,271,The Hamlet,1
897,1929,Robert Graves,,"['Nonfiction', 'History', 'Biography']",https://www.goodreads.com/book/show/10009.Homo_Faber,281,12214,3.94,675,Goodbye to All That,0
898,1998,Connie Willis,"['Hugo Award for Best Novel (1999)', 'Nebula Award Nominee for Best Novel (1998)', 'Locus Award for Best Science Fiction Novel (1999)', 'Kurd-Laßwitz-Preis for Bestes ausländisches Werk (2002)', ""Grand Prix de l'Imaginaire Nominee for Roman étranger (2001)"", 'ALA Alex Award (1998)', 'Prix Bob Morane for roman traduit (2001)']","['Science Fiction', 'Science Fiction', 'Time Travel']",https://www.goodreads.com/book/show/77773.To_Say_Nothing_of_the_Dog,512,34005,4.13,3937,To Say Nothing of the Dog,1
899,1917,L.M. Montgomery,,"['Classics', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/588234.Ceremony,227,87079,4.14,2490,Anne's House of Dreams,1
900,1977,Leslie Marmon Silko,['American Book Award (1980)'],"['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/77394.Anne_s_House_of_Dreams,262,18159,3.79,1435,Ceremony,0
901,1933,André Malraux,['Prix Goncourt (1933)'],"['Fiction', 'Cultural', 'France']",https://www.goodreads.com/book/show/109830.Man_s_Fate,368,4498,3.76,260,Man's Fate,0
902,1975,Will Durant,,"['History', 'Nonfiction', 'Philosophy']",https://www.goodreads.com/book/show/78159.The_Story_of_Civilization,14777,1525,4.43,152,The Story of Civilization,1
903,1987,Gary Paulsen,"['Newbery Medal Nominee (1988)', 'Young Hoosier Book Award for 6-8 (1991)', ""Buckeye Children's Book Award for 6-8 (1991)"", ""Massachusetts Children's Book Award (1995)"", ""Flicker Tale Children's Book Award (1990)"", ""Dorothy Canfield Fisher Children's Book Award (1989)"", 'Golden Archer Award (1989)', 'Soaring Eagle Book Award (1997)', 'Iowa Teen Award (1990)', 'California Young Readers Medal Nominee for Middle School/Junior High (1990)', 'Minnesota Book Award (1988)', ""William Allen White Children's Book Award (1990)"", 'Bluestem Book Award Nominee (2016)', ""Virginia Reader's Choice for Middle (1989)"", 'Oklahoma Sequoyah Award for YA (1990)', 'Margaret A. Edwards Award (1997)']","['Young Adult', 'Fiction', 'Adventure']",https://www.goodreads.com/book/show/9912.The_Rules_of_Attraction,208,317247,3.73,14509,Hatchet,1
